datetime,depth,depth_anom_all
2001-01-15,109.0,-82.78872620790631
2001-01-16,108.85714285714286,-82.93158335076345
2001-01-17,108.71428571428571,-83.0744404936206
2001-01-18,108.57142857142857,-83.21729763647774
2001-01-19,108.42857142857143,-83.36015477933488
2001-01-20,108.28571428571429,-83.50301192219202
2001-01-21,108.14285714285714,-83.64586906504917
2001-01-22,108.0,-83.78872620790631
2001-01-23,107.85714285714286,-83.93158335076345
2001-01-24,107.71428571428571,-84.0744404936206
2001-01-25,107.57142857142857,-84.21729763647774
2001-01-26,107.42857142857143,-84.36015477933488
2001-01-27,107.28571428571429,-84.50301192219202
2001-01-28,107.14285714285714,-84.64586906504917
2001-01-29,107.0,-84.78872620790631
2001-01-30,105.1875,-86.60122620790631
2001-01-31,103.375,-88.41372620790631
2001-02-01,101.5625,-90.22622620790631
2001-02-02,99.75,-92.03872620790631
2001-02-03,97.9375,-93.85122620790631
2001-02-04,96.125,-95.66372620790631
2001-02-05,94.3125,-97.47622620790631
2001-02-06,92.5,-99.28872620790631
2001-02-07,90.6875,-101.10122620790631
2001-02-08,88.875,-102.91372620790631
2001-02-09,87.0625,-104.72622620790631
2001-02-10,85.25,-106.53872620790631
2001-02-11,83.4375,-108.35122620790631
2001-02-12,81.625,-110.16372620790631
2001-02-13,79.8125,-111.97622620790631
2001-02-14,78.0,-113.78872620790631
2001-02-15,78.42857142857143,-113.36015477933488
2001-02-16,78.85714285714286,-112.93158335076345
2001-02-17,79.28571428571429,-112.50301192219202
2001-02-18,79.71428571428571,-112.0744404936206
2001-02-19,80.14285714285714,-111.64586906504917
2001-02-20,80.57142857142857,-111.21729763647774
2001-02-21,81.0,-110.78872620790631
2001-02-22,81.42857142857143,-110.36015477933488
2001-02-23,81.85714285714286,-109.93158335076345
2001-02-24,82.28571428571429,-109.50301192219202
2001-02-25,82.71428571428571,-109.0744404936206
2001-02-26,83.14285714285714,-108.64586906504917
2001-02-27,83.57142857142857,-108.21729763647774
2001-02-28,84.0,-107.78872620790631
2001-03-01,84.07142857142857,-107.71729763647774
2001-03-02,84.14285714285714,-107.64586906504917
2001-03-03,84.21428571428571,-107.5744404936206
2001-03-04,84.28571428571429,-107.50301192219202
2001-03-05,84.35714285714286,-107.43158335076345
2001-03-06,84.42857142857143,-107.36015477933488
2001-03-07,84.5,-107.28872620790631
2001-03-08,84.57142857142857,-107.21729763647774
2001-03-09,84.64285714285714,-107.14586906504917
2001-03-10,84.71428571428571,-107.0744404936206
2001-03-11,84.78571428571429,-107.00301192219202
2001-03-12,84.85714285714286,-106.93158335076345
2001-03-13,84.92857142857143,-106.86015477933488
2001-03-14,85.0,-106.78872620790631
2001-03-15,85.45333333333333,-106.33539287457297
2001-03-16,85.90666666666667,-105.88205954123964
2001-03-17,86.36,-105.42872620790631
2001-03-18,86.81333333333333,-104.97539287457298
2001-03-19,87.26666666666667,-104.52205954123964
2001-03-20,87.72,-104.06872620790631
2001-03-21,88.17333333333333,-103.61539287457298
2001-03-22,88.62666666666667,-103.16205954123964
2001-03-23,89.08,-102.70872620790631
2001-03-24,89.53333333333333,-102.25539287457298
2001-03-25,89.98666666666666,-101.80205954123964
2001-03-26,90.44,-101.34872620790631
2001-03-27,90.89333333333333,-100.89539287457298
2001-03-28,91.34666666666666,-100.44205954123964
2001-03-29,91.8,-99.98872620790631
2001-03-30,92.25333333333333,-99.53539287457298
2001-03-31,92.70666666666666,-99.08205954123964
2001-04-01,93.16,-98.62872620790631
2001-04-02,93.61333333333333,-98.17539287457298
2001-04-03,94.06666666666666,-97.72205954123964
2001-04-04,94.52,-97.26872620790631
2001-04-05,94.97333333333333,-96.81539287457298
2001-04-06,95.42666666666666,-96.36205954123965
2001-04-07,95.88,-95.90872620790631
2001-04-08,96.33333333333333,-95.45539287457298
2001-04-09,96.78666666666666,-95.00205954123965
2001-04-10,97.24,-94.54872620790631
